country,year,sex,age,suicides_no,population
Mexico,2004,male,15-24 years,942.0,10447031.0
Mexico,2004,male,25-34 years,885.0,9254521.0
Mexico,2004,male,35-54 years,926.0,10528424.0
Mexico,2004,male,5-14 years,98.0,11772473.0
Mexico,2004,male,55-74 years,390.0,4227720.0
Mexico,2004,male,75+ years,140.0,932624.0
Mexico,2005,female,15-24 years,272.0,10208805.0
Mexico,2005,female,25-34 years,159.0,9465920.0
Mexico,2005,female,35-54 years,177.0,11550016.0
Mexico,2005,female,5-14 years,57.0,11456090.0
Mexico,2005,female,55-74 years,54.0,4739632.0
Mexico,2005,female,75+ years,11.0,1378312.0
Mexico,2005,male,15-24 years,943.0,10509381.0
Mexico,2005,male,25-34 years,956.0,9355305.0
Mexico,2005,male,35-54 years,1018.0,10888804.0
Mexico,2005,male,5-14 years,98.0,11833699.0
Mexico,2005,male,55-74 years,375.0,4380597.0
Mexico,2005,male,75+ years,154.0,963447.0
Mexico,2006,female,15-24 years,287.0,10309008.0
Mexico,2006,female,25-34 years,137.0,9546600.0
Mexico,2006,female,35-54 years,161.0,11985917.0
Mexico,2006,female,5-14 years,61.0,11508120.0
Mexico,2006,female,55-74 years,52.0,4886682.0
Mexico,2006,female,75+ years,11.0,1441037.0
Mexico,2006,male,15-24 years,926.0,10624582.0
Mexico,2006,male,25-34 years,928.0,9459323.0
Mexico,2006,male,35-54 years,995.0,11286802.0
Mexico,2006,male,5-14 years,114.0,11875780.0
Mexico,2006,male,55-74 years,419.0,4535133.0
Mexico,2006,male,75+ years,139.0,1009855.0
Mexico,2007,female,15-24 years,272.0,10427676.0
Mexico,2007,female,25-34 years,173.0,9590582.0
Mexico,2007,female,35-54 years,202.0,12451981.0
Mexico,2007,female,5-14 years,53.0,11546073.0
Mexico,2007,female,55-74 years,48.0,5064820.0
Mexico,2007,female,75+ years,14.0,1503866.0
Mexico,2007,male,15-24 years,910.0,10761087.0
Mexico,2007,male,25-34 years,943.0,9530655.0
Mexico,2007,male,35-54 years,1030.0,11726685.0
Mexico,2007,male,5-14 years,83.0,11918904.0
Mexico,2007,male,55-74 years,421.0,4716115.0
Mexico,2007,male,75+ years,136.0,1055853.0
Mexico,2008,female,15-24 years,325.0,10559325.0
Mexico,2008,female,25-34 years,176.0,9612896.0
Mexico,2008,female,35-54 years,213.0,12936391.0
Mexico,2008,female,5-14 years,73.0,11564700.0
Mexico,2008,female,55-74 years,60.0,5270209.0
Mexico,2008,female,75+ years,13.0,1565132.0
Mexico,2008,male,15-24 years,997.0,10909870.0
Mexico,2008,male,25-34 years,959.0,9582642.0
Mexico,2008,male,35-54 years,1113.0,12193540.0
Mexico,2008,male,5-14 years,111.0,11956461.0
Mexico,2008,male,55-74 years,457.0,4918339.0
Mexico,2008,male,75+ years,145.0,1101082.0
Mexico,2009,female,15-24 years,359.0,10695396.0
Mexico,2009,female,25-34 years,212.0,9636739.0
Mexico,2009,female,35-54 years,234.0,13420062.0
Mexico,2009,female,5-14 years,81.0,11560068.0
Mexico,2009,female,55-74 years,74.0,5495711.0
Mexico,2009,female,75+ years,6.0,1622435.0
Mexico,2009,male,15-24 years,1032.0,11057116.0
Mexico,2009,male,25-34 years,985.0,9636154.0
Mexico,2009,male,35-54 years,1271.0,12663131.0
Mexico,2009,male,5-14 years,109.0,11979752.0
Mexico,2009,male,55-74 years,497.0,5132854.0
Mexico,2009,male,75+ years,163.0,1144924.0
Mexico,2010,female,15-24 years,350.0,10827976.0
Mexico,2010,female,25-34 years,177.0,9676184.0
Mexico,2010,female,35-54 years,231.0,13887708.0
Mexico,2010,female,5-14 years,73.0,11534311.0
Mexico,2010,female,55-74 years,62.0,5735458.0
Mexico,2010,female,75+ years,7.0,1675096.0
Mexico,2010,male,15-24 years,1074.0,11192708.0
Mexico,2010,male,25-34 years,936.0,9704369.0
Mexico,2010,male,35-54 years,1191.0,13117850.0
Mexico,2010,male,5-14 years,109.0,11983471.0
Mexico,2010,male,55-74 years,483.0,5353293.0
Mexico,2010,male,75+ years,165.0,1187437.0
Mexico,2011,female,15-24 years,439.0,10955599.0
Mexico,2011,female,25-34 years,225.0,9731711.0
Mexico,2011,female,35-54 years,222.0,14331297.0
Mexico,2011,female,5-14 years,107.0,11496698.0
Mexico,2011,female,55-74 years,72.0,5967658.0
Mexico,2011,female,75+ years,6.0,1727144.0
Mexico,2011,male,15-24 years,1308.0,11318362.0
Mexico,2011,male,25-34 years,1024.0,9792087.0
Mexico,2011,male,35-54 years,1326.0,13558864.0
Mexico,2011,male,5-14 years,140.0,11975964.0
Mexico,2011,male,55-74 years,533.0,5562736.0
Mexico,2011,male,75+ years,156.0,1236980.0
Mexico,2012,female,15-24 years,407.0,11076558.0
Mexico,2012,female,25-34 years,214.0,9801779.0
Mexico,2012,female,35-54 years,258.0,14755637.0
Mexico,2012,female,5-14 years,79.0,11441953.0
Mexico,2012,female,55-74 years,85.0,6214623.0
Mexico,2012,female,75+ years,8.0,1772584.0
Mexico,2012,male,15-24 years,1251.0,11427075.0
Mexico,2012,male,25-34 years,1013.0,9890969.0
Mexico,2012,male,35-54 years,1264.0,13980301.0
Mexico,2012,male,5-14 years,123.0,11945793.0
Mexico,2012,male,55-74 years,509.0,5778173.0
Mexico,2012,male,75+ years,170.0,1283320.0
Mexico,2013,female,15-24 years,392.0,11186604.0
Mexico,2013,female,25-34 years,212.0,9885421.0
Mexico,2013,female,35-54 years,263.0,15162201.0
Mexico,2013,female,5-14 years,66.0,11378193.0
Mexico,2013,female,55-74 years,94.0,6474009.0
Mexico,2013,female,75+ years,16.0,1815829.0
Mexico,2013,male,15-24 years,1220.0,11520698.0
Mexico,2013,male,25-34 years,1151.0,10000769.0
Mexico,2013,male,35-54 years,1469.0,14385858.0
Mexico,2013,male,5-14 years,102.0,11898580.0
Mexico,2013,male,55-74 years,565.0,5999782.0
Mexico,2013,male,75+ years,161.0,1328764.0
Mexico,2014,female,15-24 years,416.0,11280468.0
Mexico,2014,female,25-34 years,271.0,9978692.0
Mexico,2014,female,35-54 years,333.0,15556091.0
Mexico,2014,female,5-14 years,109.0,11316008.0
Mexico,2014,female,55-74 years,91.0,6743397.0
Mexico,2014,female,75+ years,8.0,1862263.0
Mexico,2014,male,15-24 years,1334.0,11603241.0
Mexico,2014,male,25-34 years,1140.0,10118932.0
Mexico,2014,male,35-54 years,1558.0,14784480.0
Mexico,2014,male,5-14 years,129.0,11844045.0
Mexico,2014,male,55-74 years,612.0,6228708.0
Mexico,2014,male,75+ years,177.0,1376264.0
Mexico,2015,female,15-24 years,484.0,11354811.0
Mexico,2015,female,25-34 years,267.0,10079012.0
Mexico,2015,female,35-54 years,303.0,15940497.0
Mexico,2015,female,5-14 years,95.0,11261292.0
Mexico,2015,female,55-74 years,88.0,7021916.0
Mexico,2015,female,75+ years,11.0,1915217.0
Mexico,2015,male,15-24 years,1347.0,11676480.0
Mexico,2015,male,25-34 years,1195.0,10243158.0
Mexico,2015,male,35-54 years,1560.0,15181008.0
Mexico,2015,male,5-14 years,137.0,11790898.0
Mexico,2015,male,55-74 years,584.0,6465941.0
Mexico,2015,male,75+ years,163.0,1427654.0
Poland,1995,female,15-24 years,88.0,2959000.0
Poland,1995,female,25-34 years,88.0,2506900.0
Poland,1995,female,35-54 years,400.0,5405400.0
Poland,1995,female,5-14 years,6.0,3085600.0
Poland,1995,female,55-74 years,293.0,3672800.0
Poland,1995,female,75+ years,62.0,968300.0
Poland,1995,male,15-24 years,510.0,3082900.0
Poland,1995,male,25-34 years,684.0,2592100.0
Poland,1995,male,35-54 years,2155.0,5306200.0
Poland,1995,male,5-14 years,60.0,3229600.0
Poland,1995,male,55-74 years,1002.0,2830700.0
Poland,1995,male,75+ years,151.0,465400.0
Poland,1996,female,15-24 years,88.0,3021300.0
Poland,1996,female,25-34 years,79.0,2480100.0
Poland,1996,female,35-54 years,362.0,5486800.0
Poland,1996,female,5-14 years,12.0,3022500.0
Poland,1996,female,55-74 years,307.0,3677000.0
Poland,1996,female,75+ years,61.0,984000.0
Poland,1996,male,15-24 years,540.0,3144200.0
Poland,1996,male,25-34 years,617.0,2567300.0
Poland,1996,male,35-54 years,2141.0,5387400.0
Poland,1996,male,5-14 years,52.0,3166700.0
Poland,1996,male,55-74 years,1038.0,2830000.0
Poland,1996,male,75+ years,149.0,476000.0
Poland,1997,female,15-24 years,,3077300.0
Poland,1997,female,25-34 years,,2479800.0
Poland,1997,female,35-54 years,,5563900.0
Poland,1997,female,5-14 years,,2949200.0
Poland,1997,female,55-74 years,,3661000.0
Poland,1997,female,75+ years,,1011700.0
Poland,1997,male,15-24 years,,3200400.0
Poland,1997,male,25-34 years,,2568400.0
Poland,1997,male,35-54 years,,5465000.0
Poland,1997,male,5-14 years,,3091600.0
Poland,1997,male,55-74 years,,2816800.0
Poland,1997,male,75+ years,,492300.0
Poland,1998,female,15-24 years,,3136200.0
Poland,1998,female,25-34 years,,2494400.0
Poland,1998,female,35-54 years,,5638700.0
Poland,1998,female,5-14 years,,2852300.0
Poland,1998,female,55-74 years,,3629300.0
Poland,1998,female,75+ years,,1056600.0
Poland,1998,male,15-24 years,,3259700.0
Poland,1998,male,25-34 years,,2584400.0
Poland,1998,male,35-54 years,,5538500.0
Poland,1998,male,5-14 years,,2992000.0
Poland,1998,male,55-74 years,,2795600.0
Poland,1998,male,75+ years,,516100.0
Poland,1999,female,15-24 years,84.0,3186200.0
Poland,1999,female,25-34 years,74.0,2523100.0
Poland,1999,female,35-54 years,395.0,5705500.0
Poland,1999,female,5-14 years,4.0,2748300.0
Poland,1999,female,55-74 years,259.0,3595700.0
Poland,1999,female,75+ years,68.0,1096400.0
Poland,1999,male,15-24 years,713.0,3309400.0
Poland,1999,male,25-34 years,687.0,2615000.0
Poland,1999,male,35-54 years,2319.0,5603400.0
Poland,1999,male,5-14 years,32.0,2884500.0
Poland,1999,male,55-74 years,968.0,2772400.0
Poland,1999,male,75+ years,176.0,535300.0
Poland,2000,female,15-24 years,96.0,3161840.0
Poland,2000,female,25-34 years,92.0,2524634.0
Poland,2000,female,35-54 years,451.0,5689712.0
Poland,2000,female,5-14 years,9.0,2647383.0
Poland,2000,female,55-74 years,239.0,3552068.0
Poland,2000,female,75+ years,85.0,1152491.0
Poland,2000,male,15-24 years,649.0,3281737.0
Poland,2000,male,25-34 years,689.0,2599104.0
Poland,2000,male,35-54 years,2345.0,5564703.0
Poland,2000,male,5-14 years,37.0,2774433.0
Poland,2000,male,55-74 years,945.0,2745119.0
Poland,2000,male,75+ years,204.0,540120.0
Poland,2001,female,15-24 years,76.0,3172760.0
Poland,2001,female,25-34 years,83.0,2583962.0
Poland,2001,female,35-54 years,399.0,5704557.0
Poland,2001,female,5-14 years,3.0,2546175.0
Poland,2001,female,55-74 years,230.0,3550900.0
Poland,2001,female,75+ years,59.0,1206688.0
Poland,2001,male,15-24 years,644.0,3294844.0
Poland,2001,male,25-34 years,712.0,2659140.0
Poland,2001,male,35-54 years,2430.0,5582959.0
Poland,2001,male,5-14 years,35.0,2668508.0
Poland,2001,male,55-74 years,1024.0,2758983.0
Poland,2001,male,75+ years,160.0,565914.0
Poland,2002,female,15-24 years,84.0,3157831.0
Poland,2002,female,25-34 years,68.0,2648168.0
Poland,2002,female,35-54 years,448.0,5674795.0
Poland,2002,female,5-14 years,10.0,2456261.0
Poland,2002,female,55-74 years,287.0,3603595.0
Poland,2002,female,75+ years,95.0,1256585.0
Poland,2002,male,15-24 years,646.0,3281123.0
Poland,2002,male,25-34 years,729.0,2725143.0
Poland,2002,male,35-54 years,2357.0,5556985.0
Poland,2002,male,5-14 years,31.0,2574352.0
Poland,2002,male,55-74 years,1000.0,2820368.0
Poland,2002,male,75+ years,170.0,592292.0
Poland,2003,female,15-24 years,76.0,3138681.0
Poland,2003,female,25-34 years,80.0,2716171.0
Poland,2003,female,35-54 years,377.0,5627506.0
Poland,2003,female,5-14 years,5.0,2367792.0
Poland,2003,female,55-74 years,272.0,3657281.0
Poland,2003,female,75+ years,78.0,1298600.0
Poland,2003,male,15-24 years,638.0,3262192.0
Poland,2003,male,25-34 years,728.0,2794580.0
Poland,2003,male,35-54 years,2347.0,5516698.0
Poland,2003,male,5-14 years,16.0,2481651.0
Poland,2003,male,55-74 years,1037.0,2877537.0
Poland,2003,male,75+ years,182.0,615086.0
Poland,2004,female,15-24 years,84.0,3103522.0
Poland,2004,female,25-34 years,84.0,2786872.0
Poland,2004,female,35-54 years,391.0,5572711.0
Poland,2004,female,5-14 years,10.0,2280196.0
Poland,2004,female,55-74 years,258.0,3726648.0
Poland,2004,female,75+ years,83.0,1352245.0
Poland,2004,male,15-24 years,666.0,3226847.0
Poland,2004,male,25-34 years,778.0,2866574.0
Poland,2004,male,35-54 years,2349.0,5468902.0
Poland,2004,male,5-14 years,26.0,2390714.0
Poland,2004,male,55-74 years,1143.0,2949757.0
Poland,2004,male,75+ years,200.0,646608.0
Poland,2005,female,15-24 years,71.0,3056685.0
Poland,2005,female,25-34 years,88.0,2857672.0
Poland,2005,female,35-54 years,388.0,5514733.0
Poland,2005,female,5-14 years,7.0,2194572.0
Poland,2005,female,55-74 years,278.0,3799523.0
Poland,2005,female,75+ years,75.0,1406954.0
Poland,2005,male,15-24 years,630.0,3179905.0
Poland,2005,male,25-34 years,743.0,2937845.0
Poland,2005,male,35-54 years,2348.0,5417528.0
Poland,2005,male,5-14 years,26.0,2301105.0
Poland,2005,male,55-74 years,1171.0,3024737.0
Poland,2005,male,75+ years,220.0,680106.0
Poland,2006,female,15-24 years,78.0,3003407.0
Poland,2006,female,25-34 years,82.0,2917366.0
Poland,2006,female,35-54 years,302.0,5452440.0
Poland,2006,female,5-14 years,13.0,2109057.0
Poland,2006,female,55-74 years,277.0,3883201.0
Poland,2006,female,75+ years,106.0,1463753.0
Poland,2006,male,15-24 years,593.0,3125615.0
Poland,2006,male,25-34 years,712.0,2996509.0
Poland,2006,male,35-54 years,2210.0,5362507.0
Poland,2006,male,5-14 years,31.0,2211541.0
Poland,2006,male,55-74 years,1155.0,3107979.0
Poland,2006,male,75+ years,246.0,714857.0
Poland,2007,female,15-24 years,73.0,2937109.0
Poland,2007,female,25-34 years,71.0,2973164.0
Poland,2007,female,35-54 years,304.0,5391795.0
Poland,2007,female,5-14 years,12.0,2027682.0
Poland,2007,female,55-74 years,269.0,3977336.0
Poland,2007,female,75+ years,83.0,1515131.0
Poland,2007,male,15-24 years,580.0,3053708.0
Poland,2007,male,25-34 years,648.0,3053025.0
Poland,2007,male,35-54 years,1865.0,5310215.0
Poland,2007,male,5-14 years,19.0,2127356.0
Poland,2007,male,55-74 years,1123.0,3198917.0
Poland,2007,male,75+ years,237.0,745405.0
Poland,2008,female,15-24 years,86.0,2845069.0
Poland,2008,female,25-34 years,74.0,3034314.0
Poland,2008,female,35-54 years,294.0,5338758.0
Poland,2008,female,5-14 years,8.0,1955345.0
Poland,2008,female,55-74 years,264.0,4077603.0
Poland,2008,female,75+ years,86.0,1555874.0
Poland,2008,male,15-24 years,579.0,2956692.0
Poland,2008,male,25-34 years,735.0,3115490.0
Poland,2008,male,35-54 years,2057.0,5265522.0
Poland,2008,male,5-14 years,20.0,2053982.0
Poland,2008,male,55-74 years,1219.0,3294702.0
Poland,2008,male,75+ years,260.0,769360.0
Poland,2009,female,15-24 years,75.0,2740576.0
Poland,2009,female,25-34 years,82.0,3090294.0
Poland,2009,female,35-54 years,342.0,5294575.0
Poland,2009,female,5-14 years,13.0,1893442.0
Poland,2009,female,55-74 years,340.0,4182592.0
Poland,2009,female,75+ years,94.0,1590245.0
Poland,2009,male,15-24 years,608.0,2851473.0
Poland,2009,male,25-34 years,784.0,3173718.0
Poland,2009,male,35-54 years,2343.0,5232406.0
Poland,2009,male,5-14 years,25.0,1992140.0
Poland,2009,male,55-74 years,1501.0,3393358.0
Poland,2009,male,75+ years,270.0,788583.0
Poland,2010,female,15-24 years,49.0,2596537.0
Poland,2010,female,25-34 years,77.0,3050097.0
Poland,2010,female,35-54 years,301.0,5221636.0
Poland,2010,female,5-14 years,6.0,1846837.0
Poland,2010,female,55-74 years,313.0,4286710.0
Poland,2010,female,75+ years,94.0,1637613.0
Poland,2010,male,15-24 years,547.0,2706883.0
Poland,2010,male,25-34 years,806.0,3151996.0
Poland,2010,male,35-54 years,2277.0,5226127.0
Poland,2010,male,5-14 years,10.0,1944345.0
Poland,2010,male,55-74 years,1621.0,3547737.0
Poland,2010,male,75+ years,256.0,811273.0
Poland,2011,female,15-24 years,58.0,2507255.0
Poland,2011,female,25-34 years,64.0,3052661.0
Poland,2011,female,35-54 years,275.0,5189683.0
Poland,2011,female,5-14 years,4.0,1816103.0
Poland,2011,female,55-74 years,276.0,4392879.0
Poland,2011,female,75+ years,83.0,1674929.0
Poland,2011,male,15-24 years,515.0,2616051.0
Poland,2011,male,25-34 years,769.0,3156400.0
Poland,2011,male,35-54 years,2205.0,5201212.0
Poland,2011,male,5-14 years,17.0,1912411.0
Poland,2011,male,55-74 years,1579.0,3655347.0
Poland,2011,male,75+ years,268.0,833306.0
Poland,2012,female,15-24 years,59.0,2427848.0
Poland,2012,female,25-34 years,66.0,3034343.0
Poland,2012,female,35-54 years,266.0,5166397.0
Poland,2012,female,5-14 years,4.0,1801813.0
Poland,2012,female,55-74 years,312.0,4497710.0
Poland,2012,female,75+ years,103.0,1710969.0
Poland,2012,male,15-24 years,509.0,2533873.0
Poland,2012,male,25-34 years,857.0,3139373.0
Poland,2012,male,35-54 years,2182.0,5186397.0
Poland,2012,male,5-14 years,12.0,1898168.0
Poland,2012,male,55-74 years,1708.0,3762189.0
Poland,2012,male,75+ years,290.0,854366.0
Poland,2013,female,15-24 years,63.0,2339251.0
Poland,2013,female,25-34 years,72.0,3014277.0
Poland,2013,female,35-54 years,281.0,5138869.0
Poland,2013,female,5-14 years,7.0,1810891.0
Poland,2013,female,55-74 years,329.0,4603966.0
Poland,2013,female,75+ years,88.0,1736478.0
Poland,2013,male,15-24 years,497.0,2443545.0
Poland,2013,male,25-34 years,810.0,3124764.0
Poland,2013,male,35-54 years,2013.0,5168551.0
Poland,2013,male,5-14 years,16.0,1906361.0
Poland,2013,male,55-74 years,1755.0,3866967.0
Poland,2013,male,75+ years,287.0,869774.0
Poland,2014,female,15-24 years,71.0,2256197.0
Poland,2014,female,25-34 years,81.0,2975936.0
Poland,2014,female,35-54 years,262.0,5129255.0
Poland,2014,female,5-14 years,4.0,1833838.0
Poland,2014,female,55-74 years,314.0,4699033.0
Poland,2014,female,75+ years,79.0,1768411.0
Poland,2014,male,15-24 years,527.0,2357793.0
Poland,2014,male,25-34 years,764.0,3087300.0
Poland,2014,male,35-54 years,1949.0,5170670.0
Poland,2014,male,5-14 years,9.0,1929147.0
Poland,2014,male,55-74 years,1606.0,3963821.0
Poland,2014,male,75+ years,268.0,888229.0
Poland,2015,female,15-24 years,61.0,2176442.0
Poland,2015,female,25-34 years,71.0,2931931.0
Poland,2015,female,35-54 years,256.0,5143247.0
Poland,2015,female,5-14 years,7.0,1855256.0
Poland,2015,female,55-74 years,251.0,4778252.0
Poland,2015,female,75+ years,77.0,1790695.0
Poland,2015,male,15-24 years,440.0,2274111.0
Poland,2015,male,25-34 years,768.0,3043082.0
Poland,2015,male,35-54 years,1665.0,5194280.0
Poland,2015,male,5-14 years,12.0,1953588.0
Poland,2015,male,55-74 years,1524.0,4043381.0
Poland,2015,male,75+ years,288.0,902310.0
Republic of Korea,1995,female,15-24 years,301.0,4120600.0
Republic of Korea,1995,female,25-34 years,373.0,4375500.0
Republic of Korea,1995,female,35-54 years,427.0,5725200.0
Republic of Korea,1995,female,5-14 years,28.0,3367300.0
Republic of Korea,1995,female,55-74 years,281.0,2860400.0
Republic of Korea,1995,female,75+ years,112.0,593200.0
Republic of Korea,1995,male,15-24 years,501.0,4349400.0
Republic of Korea,1995,male,25-34 years,759.0,4627000.0
Republic of Korea,1995,male,35-54 years,1265.0,5928800.0
Republic of Korea,1995,male,5-14 years,30.0,3651900.0
Republic of Korea,1995,male,55-74 years,638.0,2212100.0
Republic of Korea,1995,male,75+ years,126.0,265000.0
Republic of Korea,1996,female,15-24 years,367.0,4070800.0
Republic of Korea,1996,female,25-34 years,408.0,4363000.0
Republic of Korea,1996,female,35-54 years,532.0,5968300.0
Republic of Korea,1996,female,5-14 years,44.0,3272200.0
Republic of Korea,1996,female,55-74 years,314.0,2965200.0
Republic of Korea,1996,female,75+ years,150.0,616700.0
Republic of Korea,1996,male,15-24 years,619.0,4291000.0
Republic of Korea,1996,male,25-34 years,893.0,4615200.0
Republic of Korea,1996,male,35-54 years,1533.0,6178700.0
Republic of Korea,1996,male,5-14 years,35.0,3573700.0
Republic of Korea,1996,male,55-74 years,796.0,2313200.0
Republic of Korea,1996,male,75+ years,166.0,279100.0
Republic of Korea,1997,female,15-24 years,321.0,4021600.0
Republic of Korea,1997,female,25-34 years,458.0,4358400.0
Republic of Korea,1997,female,35-54 years,535.0,6163400.0
Republic of Korea,1997,female,5-14 years,34.0,3201300.0
Republic of Korea,1997,female,55-74 years,341.0,3087800.0
Republic of Korea,1997,female,75+ years,173.0,647600.0
Republic of Korea,1997,male,15-24 years,528.0,4231500.0
Republic of Korea,1997,male,25-34 years,881.0,4602700.0
Republic of Korea,1997,male,35-54 years,1656.0,6387700.0
Republic of Korea,1997,male,5-14 years,31.0,3519500.0
Republic of Korea,1997,male,55-74 years,868.0,2438200.0
Republic of Korea,1997,male,75+ years,198.0,296400.0
Republic of Korea,1998,female,15-24 years,371.0,3956800.0
Republic of Korea,1998,female,25-34 years,533.0,4381500.0
Republic of Korea,1998,female,35-54 years,714.0,6323400.0
Republic of Korea,1998,female,5-14 years,42.0,3153700.0
Republic of Korea,1998,female,55-74 years,479.0,3195400.0
Republic of Korea,1998,female,75+ years,230.0,684600.0
Republic of Korea,1998,male,15-24 years,629.0,4166000.0
Republic of Korea,1998,male,25-34 years,1240.0,4604300.0
Republic of Korea,1998,male,35-54 years,2644.0,6568200.0
Republic of Korea,1998,male,5-14 years,31.0,3494900.0
Republic of Korea,1998,male,55-74 years,1398.0,2550700.0
Republic of Korea,1998,male,75+ years,258.0,316200.0
Republic of Korea,1999,female,15-24 years,306.0,3859400.0
Republic of Korea,1999,female,25-34 years,411.0,4405400.0
Republic of Korea,1999,female,35-54 years,683.0,6497300.0
Republic of Korea,1999,female,5-14 years,30.0,3143200.0
Republic of Korea,1999,female,55-74 years,464.0,3280700.0
Republic of Korea,1999,female,75+ years,213.0,712800.0
Republic of Korea,1999,male,15-24 years,496.0,4071500.0
Republic of Korea,1999,male,25-34 years,901.0,4611200.0
Republic of Korea,1999,male,35-54 years,2087.0,6758500.0
Republic of Korea,1999,male,5-14 years,31.0,3509800.0
Republic of Korea,1999,male,55-74 years,1201.0,2634700.0
Republic of Korea,1999,male,75+ years,252.0,332800.0
Republic of Korea,2000,female,15-24 years,265.0,3767475.0
Republic of Korea,2000,female,25-34 years,353.0,4386309.0
Republic of Korea,2000,female,35-54 years,616.0,6714173.0
Republic of Korea,2000,female,5-14 years,10.0,3157654.0
Republic of Korea,2000,female,55-74 years,481.0,3355684.0
Republic of Korea,2000,female,75+ years,238.0,737452.0
Republic of Korea,2000,male,15-24 years,408.0,3982626.0
Republic of Korea,2000,male,25-34 years,748.0,4584802.0
Republic of Korea,2000,male,35-54 years,1890.0,6980476.0
Republic of Korea,2000,male,5-14 years,20.0,3544949.0
Republic of Korea,2000,male,55-74 years,1133.0,2714103.0
Republic of Korea,2000,male,75+ years,282.0,346040.0
Republic of Korea,2001,female,15-24 years,228.0,3688341.0
Republic of Korea,2001,female,25-34 years,344.0,4355767.0
Republic of Korea,2001,female,35-54 years,640.0,6918865.0
Republic of Korea,2001,female,5-14 years,21.0,3180198.0
Republic of Korea,2001,female,55-74 years,520.0,3424102.0
Republic of Korea,2001,female,75+ years,306.0,766768.0
Republic of Korea,2001,male,15-24 years,356.0,3912425.0
Republic of Korea,2001,male,25-34 years,835.0,4535491.0
Republic of Korea,2001,male,35-54 years,1989.0,7195715.0
Republic of Korea,2001,male,5-14 years,13.0,3578071.0
Republic of Korea,2001,male,55-74 years,1331.0,2796018.0
Republic of Korea,2001,male,75+ years,328.0,359104.0
Republic of Korea,2002,female,15-24 years,254.0,3602297.0
Republic of Korea,2002,female,25-34 years,401.0,4314215.0
Republic of Korea,2002,female,35-54 years,845.0,7092799.0
Republic of Korea,2002,female,5-14 years,17.0,3205108.0
Republic of Korea,2002,female,55-74 years,664.0,3519055.0
Republic of Korea,2002,female,75+ years,491.0,801199.0
Republic of Korea,2002,male,15-24 years,374.0,3836446.0
Republic of Korea,2002,male,25-34 years,970.0,4480596.0
Republic of Korea,2002,male,35-54 years,2444.0,7370094.0
Republic of Korea,2002,male,5-14 years,14.0,3606696.0
Republic of Korea,2002,male,55-74 years,1648.0,2906720.0
Republic of Korea,2002,male,75+ years,489.0,374816.0
Republic of Korea,2003,female,15-24 years,316.0,3526768.0
Republic of Korea,2003,female,25-34 years,503.0,4221700.0
Republic of Korea,2003,female,35-54 years,1091.0,7273425.0
Republic of Korea,2003,female,5-14 years,18.0,3221172.0
Republic of Korea,2003,female,55-74 years,855.0,3624827.0
Republic of Korea,2003,female,75+ years,601.0,843447.0
Republic of Korea,2003,male,15-24 years,495.0,3769703.0
Republic of Korea,2003,male,25-34 years,1086.0,4394597.0
Republic of Korea,2003,male,35-54 years,3005.0,7532153.0
Republic of Korea,2003,male,5-14 years,15.0,3620823.0
Republic of Korea,2003,male,55-74 years,2239.0,3032808.0
Republic of Korea,2003,male,75+ years,674.0,394465.0
Republic of Korea,2004,female,15-24 years,277.0,3443539.0
Republic of Korea,2004,female,25-34 years,496.0,4130154.0
Republic of Korea,2004,female,35-54 years,1154.0,7465643.0
Republic of Korea,2004,female,5-14 years,22.0,3222667.0
Republic of Korea,2004,female,55-74 years,969.0,3722261.0
Republic of Korea,2004,female,75+ years,695.0,890935.0
Republic of Korea,2004,male,15-24 years,423.0,3697288.0
Republic of Korea,2004,male,25-34 years,912.0,4306280.0
Republic of Korea,2004,male,35-54 years,3227.0,7713408.0
Republic of Korea,2004,male,5-14 years,21.0,3616737.0
Republic of Korea,2004,male,55-74 years,2574.0,3153226.0
Republic of Korea,2004,male,75+ years,722.0,417832.0
Republic of Korea,2005,female,15-24 years,421.0,3334069.0
Republic of Korea,2005,female,25-34 years,679.0,4080577.0
Republic of Korea,2005,female,35-54 years,1179.0,7663628.0
Republic of Korea,2005,female,5-14 years,20.0,3223612.0
Republic of Korea,2005,female,55-74 years,986.0,3815878.0
Republic of Korea,2005,female,75+ years,700.0,942895.0
Republic of Korea,2005,male,15-24 years,426.0,3606285.0
Republic of Korea,2005,male,25-34 years,1010.0,4254877.0
Republic of Korea,2005,male,35-54 years,3109.0,7909318.0
Republic of Korea,2005,male,5-14 years,21.0,3606907.0
Republic of Korea,2005,male,55-74 years,2680.0,3271489.0
Republic of Korea,2005,male,75+ years,780.0,442349.0
Republic of Korea,2006,female,15-24 years,285.0,3240878.0
Republic of Korea,2006,female,25-34 years,490.0,4032326.0
Republic of Korea,2006,female,35-54 years,1036.0,7878811.0
Republic of Korea,2006,female,5-14 years,20.0,3194081.0
Republic of Korea,2006,female,55-74 years,895.0,3899641.0
Republic of Korea,2006,female,75+ years,700.0,995303.0
Republic of Korea,2006,male,15-24 years,342.0,3529544.0
Republic of Korea,2006,male,25-34 years,764.0,4206010.0
Republic of Korea,2006,male,35-54 years,2878.0,8129944.0
Republic of Korea,2006,male,5-14 years,15.0,3561246.0
Republic of Korea,2006,male,55-74 years,2506.0,3379258.0
Republic of Korea,2006,male,75+ years,722.0,466922.0
Republic of Korea,2007,female,15-24 years,467.0,3173279.0
